Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
Fortuner,E:\datacamera2\2025-06-19_16-33-20\CAMERA_1.jpg,CAMERA_1.jpg,19,"[0, 4, 5, 6, 9, 10, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",6,"['6 0.537029 0.578532 0.029186 0.034498', '5 0.61954 0.619718 0.020818 0.039352', '22 0.584898 0.602681 0.020219 0.020133', '10 0.361434 0.704336 0.020114 0.019664', '27 0.552531 0.807498 0.02014 0.020447', '14 0.571112 0.621819 0.020185 0.020555', '12 0.339327 0.676761 0.046945 0.084618', '4 0.557725 0.845686 0.028922 0.05264', '13 0.561615 0.617356 0.020426 0.020518', '28 0.596443 0.772607 0.020822 0.020558', '0 0.595012 0.674537 0.020422 0.020013', '15 0.363102 0.559555 0.02026 0.020275', '16 0.422772 0.534254 0.019777 0.020199', '26 0.375441 0.717792 0.019348 0.019193', '18 0.590862 0.622112 0.020336 0.020374', '25 0.357522 0.813189 0.020446 0.020293', '9 0.35217 0.634974 0.019633 0.019785', '17 0.509305 0.545762 0.02017 0.020515', '24 0.613899 0.768216 0.020342 0.020063']"
Innova,E:\datacamera2\2025-06-19_16-33-20\CAMERA_1.jpg,CAMERA_1.jpg,15,"[0, 3, 4, 5, 6, 8, 9, 10, 14, 16, 17, 19, 24, 25, 26]",8,"['8 0.339209 0.675282 0.043064 0.079245', '26 0.375076 0.718381 0.019752 0.020046', '4 0.53615 0.579628 0.028315 0.034325', '16 0.543135 0.666439 0.020035 0.02076', '6 0.361525 0.704046 0.019764 0.019416', '10 0.57116 0.622431 0.02006 0.020876', '9 0.561558 0.61721 0.020895 0.020445', '14 0.590919 0.622172 0.020117 0.02066', '3 0.61876 0.610328 0.020105 0.050437', '19 0.584984 0.602521 0.020258 0.02029', '0 0.595908 0.675025 0.020159 0.02026', '17 0.595892 0.772924 0.02064 0.020493', '25 0.357596 0.812364 0.020156 0.021829', '5 0.351713 0.635387 0.020273 0.019425', '24 0.613599 0.768638 0.019669 0.019829']"
Zenix,E:\datacamera2\2025-06-19_16-33-20\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-19_16-31-29\CAMERA_1.jpg,CAMERA_1.jpg,19,"[1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 22, 23, 24, 27, 28]",11,"['11 0.61929 0.686789 0.020715 0.020061', '8 0.591222 0.684794 0.048751 0.08315', '9 0.579868 0.642827 0.020181 0.019398', '14 0.555087 0.618681 0.019697 0.019205', '18 0.584036 0.62449 0.020643 0.020856', '13 0.56422 0.623976 0.020225 0.019866', '16 0.415602 0.536472 0.021191 0.021335', '22 0.578207 0.604947 0.019981 0.020189', '17 0.502815 0.548384 0.020309 0.02071', '6 0.530131 0.581734 0.02895 0.034054', '28 0.589655 0.775004 0.020392 0.020361', '10 0.570635 0.711052 0.020321 0.020899', '23 0.552526 0.540645 0.019371 0.01993', '2 0.307841 0.607667 0.020412 0.021195', '1 0.313621 0.563984 0.021551 0.020952', '4 0.552176 0.854621 0.027876 0.049033', '24 0.606893 0.768792 0.020207 0.020224', '27 0.54588 0.809687 0.020348 0.020467', '15 0.357056 0.560928 0.020906 0.021134']"
Innova,E:\datacamera2\2025-06-19_16-31-29\CAMERA_1.jpg,CAMERA_1.jpg,9,"[4, 7, 8, 9, 10, 14, 16, 17, 24]",7,"['7 0.618816 0.686715 0.018479 0.018972', '4 0.528979 0.582378 0.027491 0.032827', '8 0.592982 0.68298 0.04063 0.076116', '16 0.535244 0.668377 0.020591 0.023031', '10 0.563808 0.62418 0.020217 0.020442', '9 0.554472 0.619884 0.018402 0.020028', '17 0.590022 0.774037 0.019546 0.019066', '24 0.606555 0.769418 0.019326 0.019374', '14 0.583872 0.623461 0.02157 0.022007']"
Zenix,E:\datacamera2\2025-06-19_16-31-29\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-19_16-29-49\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-19_16-29-49\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.569099 0.720065 0.052189 0.113067']
Zenix,E:\datacamera2\2025-06-19_16-29-49\CAMERA_1.jpg,CAMERA_1.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.567882 0.72228 0.052215 0.114232', '18 0.458586 0.651818 0.018856 0.019166', '10 0.451749 0.690211 0.019924 0.019995', '17 0.389291 0.662135 0.019167 0.019895', '16 0.337583 0.714922 0.019862 0.019735', '8 0.493884 0.751395 0.019487 0.019874', '15 0.322956 0.637146 0.019939 0.020539', '11 0.43805 0.83977 0.020583 0.020535', '6 0.326848 0.573968 0.020038 0.02058', '9 0.494405 0.789323 0.020023 0.020012', '13 0.54196 0.941807 0.021237 0.022064', '7 0.459778 0.571701 0.01971 0.019982', '5 0.572411 0.941027 0.020184 0.020529', '12 0.530829 0.941965 0.02078 0.021711', '2 0.333057 0.475209 0.021879 0.045036']"
Fortuner,E:\datacamera2\2025-06-19_16-28-05\CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 24, 25, 26, 27, 28]",8,"['8 0.596302 0.6883 0.048025 0.081655', '11 0.623494 0.6892 0.020066 0.020286', '17 0.507759 0.551693 0.020099 0.020217', '14 0.559588 0.62257 0.020362 0.020594', '26 0.37361 0.722282 0.019619 0.019752', '21 0.362013 0.563713 0.020278 0.020653', '28 0.594088 0.777976 0.019815 0.019773', '6 0.534521 0.585695 0.028682 0.034891', '25 0.356716 0.817996 0.019311 0.019303', '16 0.421085 0.540221 0.020317 0.02062', '24 0.611442 0.772503 0.019962 0.019677', '9 0.584536 0.647169 0.02003 0.019164', '4 0.557281 0.855338 0.026574 0.048304', '0 0.341956 0.674514 0.020243 0.020085', '13 0.568322 0.627639 0.020141 0.020011', '10 0.575214 0.714247 0.020443 0.020427', '18 0.588685 0.626425 0.021063 0.019508', '22 0.585001 0.610919 0.02255 0.022193', '2 0.31409 0.609843 0.020229 0.020401', '1 0.319467 0.569269 0.020766 0.020566', '15 0.35952 0.590834 0.02016 0.020382', '27 0.551154 0.812911 0.020121 0.020205']"
Innova,E:\datacamera2\2025-06-19_16-28-05\CAMERA_1.jpg,CAMERA_1.jpg,12,"[0, 2, 4, 7, 8, 9, 10, 16, 17, 24, 25, 26]",4,"['4 0.534286 0.586185 0.028563 0.03369', '16 0.540597 0.671753 0.019367 0.02027', '7 0.623585 0.690152 0.01947 0.019468', '9 0.558624 0.622777 0.018467 0.01917', '25 0.35683 0.81676 0.019371 0.020501', '24 0.611209 0.7728 0.018954 0.018932', '8 0.597669 0.688085 0.04166 0.073952', '10 0.568093 0.628425 0.018974 0.019756', '2 0.555534 0.858656 0.02731 0.051208', '17 0.594103 0.778296 0.01905 0.019548', '26 0.372594 0.723923 0.021193 0.021018', '0 0.341154 0.675405 0.024079 0.022664']"
Zenix,E:\datacamera2\2025-06-19_16-28-05\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-19_16-26-23\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.572477 0.716365 0.057407 0.12055']
Innova,E:\datacamera2\2025-06-19_16-26-23\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.572007 0.716651 0.052083 0.120214']
Zenix,E:\datacamera2\2025-06-19_16-26-23\CAMERA_1.jpg,CAMERA_1.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.571023 0.712919 0.05066 0.111052', '18 0.462267 0.644338 0.019864 0.020167', '9 0.497972 0.780377 0.019879 0.020097', '15 0.327815 0.629303 0.019451 0.019657', '10 0.45525 0.681809 0.018901 0.01912', '7 0.463557 0.565433 0.019353 0.019291', '8 0.496847 0.742023 0.019477 0.01998', '6 0.330821 0.564581 0.01975 0.020025', '13 0.544408 0.932638 0.021151 0.021474', '17 0.393809 0.653075 0.020457 0.020722', '16 0.342115 0.705444 0.018643 0.018466', '12 0.533497 0.932901 0.021186 0.021639', '5 0.574851 0.931392 0.020691 0.020938', '2 0.340806 0.463191 0.020773 0.046687', '11 0.443725 0.830342 0.019475 0.020063']"
Fortuner,E:\datacamera2\2025-06-19_16-24-47\CAMERA_1.jpg,CAMERA_1.jpg,20,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",11,"['11 0.307639 0.685971 0.020265 0.020016', '6 0.532614 0.585997 0.029338 0.035046', '17 0.504881 0.552992 0.020566 0.020536', '10 0.356105 0.712597 0.020187 0.020016', '14 0.565987 0.629989 0.020299 0.020386', '13 0.556931 0.625843 0.019603 0.020079', '26 0.369642 0.72726 0.019695 0.019837', '27 0.547985 0.815637 0.020695 0.020674', '24 0.60893 0.776854 0.019897 0.020161', '28 0.59205 0.781526 0.019565 0.019996', '9 0.347007 0.643224 0.019388 0.01957', '22 0.580604 0.6097 0.021119 0.020716', '4 0.55265 0.855213 0.029276 0.052514', '16 0.417829 0.542199 0.020879 0.021136', '25 0.352881 0.821293 0.019978 0.019887', '5 0.615304 0.627605 0.020669 0.037273', '18 0.586197 0.630174 0.020706 0.020426', '12 0.334232 0.68546 0.046605 0.084492', '0 0.591441 0.682842 0.020307 0.020466', '15 0.358654 0.567157 0.020579 0.020843']"
Innova,E:\datacamera2\2025-06-19_16-24-47\CAMERA_1.jpg,CAMERA_1.jpg,18,"[0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 19, 24, 25, 26]",7,"['7 0.307327 0.68527 0.02029 0.020155', '0 0.591467 0.684238 0.019913 0.020511', '6 0.355946 0.713367 0.019292 0.01959', '8 0.334199 0.683722 0.043524 0.082057', '4 0.532139 0.587411 0.029065 0.035592', '9 0.557637 0.625672 0.019996 0.020728', '24 0.608947 0.777206 0.019988 0.020662', '19 0.580366 0.609758 0.020554 0.020716', '5 0.34738 0.642967 0.019729 0.020231', '16 0.537515 0.674786 0.02066 0.021612', '14 0.585407 0.630071 0.021058 0.020641', '26 0.369373 0.727187 0.020267 0.020606', '25 0.352677 0.821077 0.020173 0.021259', '10 0.56644 0.629926 0.020491 0.021112', '3 0.613524 0.615821 0.02069 0.049328', '17 0.591808 0.78138 0.019412 0.019629', '11 0.358118 0.566767 0.020916 0.021006', '13 0.504504 0.553595 0.019725 0.019922']"
Zenix,E:\datacamera2\2025-06-19_16-24-47\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-19_16-23-35\CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.599499 0.697692 0.048518 0.081725', '25 0.355808 0.83167 0.019748 0.019972', '1 0.316996 0.576783 0.0211 0.020515', '6 0.536197 0.593552 0.029703 0.035552', '15 0.358456 0.59993 0.02061 0.020318', '24 0.615028 0.785227 0.020122 0.020149', '17 0.508926 0.559478 0.020426 0.020901', '23 0.559331 0.552125 0.020255 0.020681', '26 0.372491 0.735295 0.019654 0.020061', '22 0.585167 0.617437 0.020362 0.020747', '27 0.55328 0.826688 0.019638 0.020175', '16 0.421241 0.548015 0.020503 0.020712', '2 0.312197 0.618186 0.020461 0.020318', '10 0.577736 0.72594 0.020264 0.020417', '21 0.360963 0.572602 0.020538 0.020925', '0 0.340359 0.685892 0.020755 0.021063', '4 0.559761 0.870322 0.027363 0.049081', '9 0.586793 0.656434 0.020274 0.020028', '18 0.590797 0.638603 0.020341 0.020447', '13 0.571256 0.636871 0.020245 0.0203', '28 0.597012 0.791213 0.020434 0.0206', '14 0.56202 0.631153 0.020208 0.019975', '11 0.627952 0.700553 0.020335 0.02045']"
Innova,E:\datacamera2\2025-06-19_16-23-35\CAMERA_1.jpg,CAMERA_1.jpg,11,"[0, 4, 7, 8, 10, 13, 16, 17, 24, 25, 26]",4,"['4 0.535754 0.594293 0.028614 0.035136', '8 0.599977 0.697807 0.042914 0.079534', '16 0.543069 0.682911 0.020308 0.021501', '26 0.372265 0.735795 0.020607 0.021075', '25 0.355767 0.830902 0.019881 0.020626', '17 0.596972 0.792181 0.019323 0.019396', '13 0.508816 0.559179 0.020424 0.021233', '10 0.571332 0.638176 0.018468 0.02049', '24 0.614554 0.786003 0.01937 0.01968', '7 0.626481 0.702246 0.019375 0.019353', '0 0.340014 0.685332 0.023308 0.023252']"
Zenix,E:\datacamera2\2025-06-19_16-23-35\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-19_16-22-00\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.369113 0.703994 0.05839 0.119516']
Innova,E:\datacamera2\2025-06-19_16-22-00\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.36984 0.70059 0.050406 0.104957']
Zenix,E:\datacamera2\2025-06-19_16-22-00\CAMERA_1.jpg,CAMERA_1.jpg,19,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2,"['3 0.368849 0.703087 0.051601 0.117641', '18 0.529286 0.655762 0.019424 0.01972', '11 0.445476 0.823169 0.020383 0.020293', '9 0.500834 0.773079 0.020688 0.020755', '8 0.500499 0.733625 0.019757 0.019272', '4 0.558296 0.781124 0.02004 0.020105', '6 0.474214 0.558226 0.019816 0.019473', '14 0.409716 0.559625 0.019306 0.019207', '15 0.316858 0.667761 0.02004 0.020292', '7 0.610481 0.565436 0.019912 0.019947', '10 0.459187 0.673412 0.020076 0.019865', '5 0.578423 0.923815 0.019978 0.019642', '12 0.537741 0.925973 0.020439 0.020833', '13 0.54771 0.925918 0.019951 0.020259', '16 0.408258 0.637202 0.0195 0.019772', '19 0.550195 0.747079 0.019592 0.020054', '2 0.348318 0.442439 0.02033 0.034522', '2 0.348403 0.451578 0.020747 0.052304', '17 0.459877 0.631596 0.019916 0.020371']"
Fortuner,E:\datacamera2\2025-06-19_16-05-48\CAMERA_1.jpg,CAMERA_1.jpg,9,"[0, 4, 5, 6, 13, 14, 18, 22, 24]",14,"['14 0.565452 0.620341 0.020362 0.019903', '18 0.585028 0.621038 0.02046 0.019918', '0 0.589925 0.673024 0.019968 0.019874', '13 0.556099 0.61562 0.019266 0.019341', '22 0.579659 0.601869 0.019283 0.019211', '5 0.613779 0.611684 0.020617 0.051943', '4 0.55072 0.845406 0.024867 0.044353', '6 0.530696 0.576982 0.027642 0.03395', '24 0.60825 0.765757 0.021922 0.021529']"
Innova,E:\datacamera2\2025-06-19_16-05-48\CAMERA_1.jpg,CAMERA_1.jpg,18,"[0, 2, 3, 4, 9, 10, 12, 13, 14, 16, 18, 19, 21, 22, 23, 24, 27, 28]",28,"['28 0.556296 0.530238 0.02018 0.020435', '23 0.56866 0.511487 0.020135 0.020711', '4 0.530877 0.57916 0.028376 0.034269', '21 0.421711 0.491877 0.019501 0.019743', '22 0.491284 0.49515 0.019848 0.019841', '19 0.580056 0.600982 0.01992 0.020298', '10 0.565526 0.620075 0.020706 0.02078', '0 0.589624 0.675013 0.019865 0.0202', '3 0.613504 0.609516 0.020266 0.051045', '27 0.434473 0.495256 0.019742 0.019503', '9 0.556077 0.615563 0.019945 0.020286', '14 0.584945 0.620386 0.020615 0.020387', '16 0.536764 0.665415 0.020151 0.030231', '2 0.552043 0.852375 0.028854 0.053755', '13 0.503878 0.546793 0.020198 0.019845', '12 0.418464 0.533085 0.018829 0.020647', '24 0.608298 0.765302 0.020572 0.020817', '18 0.590342 0.770629 0.020313 0.022944']"
Zenix,E:\datacamera2\2025-06-19_16-05-48\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-19_15-58-47\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.361664 0.722343 0.050001 0.113845']
Innova,E:\datacamera2\2025-06-19_15-58-47\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.361927 0.72316 0.049424 0.123188']
Zenix,E:\datacamera2\2025-06-19_15-58-47\CAMERA_1.jpg,CAMERA_1.jpg,13,"[2, 3, 4, 6, 8, 9, 10, 11, 14, 16, 17, 18]",6,"['17 0.453605 0.649086 0.020551 0.020617', '14 0.403911 0.573246 0.019361 0.01951', '4 0.551658 0.799986 0.021045 0.020781', '8 0.493939 0.751778 0.019632 0.01989', '18 0.523062 0.674185 0.019907 0.020042', '10 0.453413 0.691034 0.020235 0.020913', '6 0.469141 0.572504 0.019349 0.01965', '3 0.360933 0.725744 0.066142 0.135036', '11 0.439494 0.839626 0.020685 0.02101', '9 0.495519 0.789569 0.020838 0.020406', '2 0.335878 0.47689 0.019319 0.052167', '16 0.401798 0.65333 0.019695 0.020062', '6 0.605597 0.578636 0.020127 0.020571']"
Fortuner,E:\datacamera2\2025-06-19_15-57-13\CAMERA_1.jpg,CAMERA_1.jpg,7,"[4, 5, 13, 14, 18, 22, 24]",18,"['18 0.590038 0.627309 0.019776 0.019654', '24 0.613493 0.770586 0.020926 0.020879', '22 0.584331 0.607521 0.019822 0.019713', '14 0.570124 0.626422 0.019772 0.019431', '5 0.61832 0.622899 0.019454 0.041139', '4 0.556469 0.849389 0.026352 0.046722', '13 0.560973 0.621998 0.019428 0.019618']"
Innova,E:\datacamera2\2025-06-19_15-57-13\CAMERA_1.jpg,CAMERA_1.jpg,14,"[0, 2, 3, 4, 9, 10, 13, 14, 18, 19, 20, 23, 24, 28]",4,"['4 0.536115 0.583214 0.028049 0.034074', '28 0.561959 0.535957 0.019976 0.020531', '24 0.613322 0.770108 0.020675 0.021197', '23 0.573812 0.516639 0.019703 0.019803', '10 0.57043 0.625506 0.0202 0.020436', '19 0.584561 0.606452 0.020691 0.019962', '3 0.618907 0.614406 0.019478 0.04853', '9 0.560932 0.62105 0.020159 0.0203', '14 0.589631 0.626726 0.020451 0.020536', '2 0.556778 0.85591 0.027398 0.051334', '13 0.509246 0.550638 0.020104 0.019784', '0 0.595509 0.680108 0.020018 0.02005', '18 0.595582 0.774552 0.01994 0.022819', '20 0.354286 0.524786 0.0205 0.020064']"
Zenix,E:\datacamera2\2025-06-19_15-57-13\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-19_15-55-45\CAMERA_1.jpg,CAMERA_1.jpg,17,"[0, 4, 5, 6, 9, 10, 12, 13, 14, 15, 17, 18, 21, 22, 24, 25, 26]",9,"['9 0.350473 0.636698 0.020249 0.020247', '12 0.337787 0.677763 0.046404 0.084119', '10 0.359305 0.706002 0.020003 0.02004', '14 0.571022 0.622791 0.020215 0.019768', '25 0.356785 0.814873 0.020748 0.020655', '18 0.591017 0.62396 0.020161 0.020085', '22 0.585423 0.604566 0.019926 0.019608', '26 0.373697 0.720194 0.019938 0.019946', '13 0.562028 0.618568 0.020483 0.020241', '6 0.536548 0.579681 0.029281 0.036742', '24 0.614172 0.770545 0.020757 0.020578', '5 0.619458 0.618185 0.020441 0.046769', '4 0.556556 0.849443 0.027857 0.05101', '15 0.36216 0.561263 0.020485 0.021142', '17 0.509009 0.547937 0.019261 0.01916', '21 0.353138 0.522648 0.02116 0.020861', '0 0.595663 0.676362 0.019786 0.020064']"
Innova,E:\datacamera2\2025-06-19_15-55-45\CAMERA_1.jpg,CAMERA_1.jpg,24,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",4,"['4 0.536235 0.581746 0.029194 0.035624', '28 0.562251 0.533778 0.020451 0.021305', '21 0.426927 0.494549 0.019801 0.019717', '8 0.337981 0.67714 0.044751 0.081432', '6 0.359279 0.705457 0.019629 0.020152', '16 0.54204 0.668735 0.019987 0.021728', '22 0.496408 0.49635 0.019883 0.020389', '24 0.613985 0.770232 0.020522 0.020848', '23 0.574308 0.514142 0.019668 0.019822', '11 0.362233 0.561424 0.020257 0.020912', '9 0.561484 0.618863 0.020261 0.020236', '10 0.571307 0.623508 0.019912 0.020862', '3 0.619921 0.613128 0.020042 0.052204', '19 0.585237 0.604123 0.020802 0.019858', '5 0.350608 0.636989 0.019952 0.019909', '12 0.421891 0.535443 0.020417 0.020976', '26 0.373372 0.720619 0.019107 0.019549', '2 0.557512 0.855246 0.029276 0.052841', '14 0.590916 0.62469 0.020272 0.02091', '25 0.356679 0.814229 0.020858 0.022073', '13 0.50866 0.548097 0.020596 0.02077', '27 0.43958 0.496509 0.02011 0.019997', '18 0.596357 0.77477 0.02021 0.022707', '20 0.352341 0.523719 0.020203 0.020554']"
Zenix,E:\datacamera2\2025-06-19_15-55-45\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-19_15-54-15\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-19_15-54-15\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.571816 0.711255 0.052075 0.112936']
Zenix,E:\datacamera2\2025-06-19_15-54-15\CAMERA_1.jpg,CAMERA_1.jpg,15,"[0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",0,"['0 0.340938 0.449928 0.019696 0.019258', '1 0.570302 0.712361 0.051404 0.113755', '9 0.497639 0.78021 0.019473 0.019951', '18 0.462067 0.645643 0.020377 0.020222', '10 0.454175 0.683762 0.019104 0.019441', '16 0.341522 0.707865 0.019797 0.020378', '7 0.46196 0.566737 0.019717 0.019644', '13 0.545665 0.932556 0.020261 0.020348', '17 0.393128 0.654383 0.02058 0.02039', '5 0.575453 0.930839 0.019868 0.019913', '12 0.534228 0.933408 0.020337 0.020403', '6 0.33024 0.566728 0.019954 0.020343', '11 0.442319 0.831425 0.020216 0.019886', '15 0.32668 0.632632 0.020053 0.020216', '8 0.496416 0.744143 0.019053 0.019149']"
Fortuner,E:\datacamera2\2025-06-19_15-52-17\CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.599758 0.698843 0.048978 0.082275', '1 0.31807 0.576976 0.020395 0.020144', '25 0.356947 0.831294 0.019827 0.019957', '27 0.55426 0.826401 0.019763 0.020259', '23 0.559455 0.551541 0.020608 0.021004', '6 0.537017 0.593534 0.029926 0.035945', '24 0.615565 0.785831 0.019877 0.020066', '21 0.361507 0.572264 0.020647 0.020982', '17 0.50974 0.558999 0.020343 0.020734', '26 0.373375 0.734926 0.020299 0.020573', '22 0.586298 0.617498 0.020026 0.02033', '16 0.421738 0.547223 0.020686 0.021129', '15 0.359361 0.600745 0.020713 0.020669', '10 0.57819 0.726075 0.020442 0.020496', '0 0.341185 0.685798 0.020385 0.020668', '2 0.313188 0.619817 0.020455 0.020619', '9 0.588163 0.656488 0.020627 0.019966', '18 0.591647 0.637501 0.020269 0.020419', '13 0.572622 0.637516 0.02053 0.020757', '4 0.560725 0.871344 0.028007 0.050275', '28 0.598432 0.791416 0.020584 0.020328', '11 0.627884 0.702061 0.020682 0.020722', '14 0.563279 0.631657 0.019841 0.020348']"
Innova,E:\datacamera2\2025-06-19_15-52-17\CAMERA_1.jpg,CAMERA_1.jpg,12,"[0, 4, 7, 8, 10, 13, 16, 17, 23, 24, 25, 26]",4,"['4 0.536521 0.595078 0.028726 0.035298', '8 0.600629 0.698963 0.042738 0.076516', '16 0.543341 0.682707 0.020231 0.021841', '26 0.372684 0.735237 0.021298 0.021944', '25 0.35672 0.83043 0.019994 0.021594', '10 0.572333 0.637972 0.018539 0.020466', '0 0.3397 0.686219 0.022352 0.022311', '17 0.598934 0.792395 0.019842 0.018949', '7 0.627256 0.702119 0.019836 0.019717', '24 0.615223 0.786234 0.019028 0.019528', '13 0.50973 0.55855 0.019982 0.020365', '23 0.559687 0.552223 0.021228 0.021818']"
Zenix,E:\datacamera2\2025-06-19_15-52-17\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-19_15-50-41\CAMERA_1.jpg,CAMERA_1.jpg,18,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 18, 22, 25, 26, 27, 28]",6,"['6 0.539018 0.578205 0.029754 0.034996', '27 0.555883 0.806626 0.020283 0.020327', '5 0.621801 0.618692 0.020417 0.038106', '10 0.363155 0.703544 0.020053 0.019699', '18 0.592512 0.621416 0.020697 0.020453', '22 0.586683 0.602225 0.020506 0.020211', '4 0.559976 0.844731 0.028505 0.051527', '14 0.572813 0.62059 0.020283 0.020027', '15 0.364796 0.559139 0.020816 0.02084', '0 0.597107 0.673771 0.020117 0.019875', '12 0.341585 0.67638 0.046641 0.08399', '13 0.562908 0.616516 0.019749 0.01999', '28 0.599057 0.770574 0.020425 0.020164', '26 0.377302 0.718382 0.019867 0.019749', '25 0.360377 0.81334 0.020299 0.020195', '16 0.424248 0.53338 0.020575 0.020647', '9 0.354034 0.63502 0.019949 0.019925', '11 0.314936 0.676292 0.019962 0.020131']"
Innova,E:\datacamera2\2025-06-19_15-50-41\CAMERA_1.jpg,CAMERA_1.jpg,16,"[0, 1, 3, 4, 6, 7, 8, 9, 10, 14, 16, 17, 19, 24, 25, 26]",8,"['8 0.341241 0.675481 0.043354 0.080314', '26 0.377063 0.718894 0.019886 0.019419', '4 0.538246 0.57887 0.029237 0.035082', '3 0.620203 0.609383 0.019578 0.049338', '19 0.586816 0.601838 0.02089 0.02059', '10 0.573039 0.621138 0.020653 0.020903', '16 0.5443 0.665489 0.019639 0.020859', '0 0.597847 0.674817 0.020447 0.02045', '9 0.563059 0.616764 0.019987 0.020422', '6 0.362926 0.703311 0.01981 0.02001', '14 0.59247 0.621321 0.02017 0.02043', '17 0.598824 0.770931 0.019665 0.020182', '25 0.359926 0.812979 0.020414 0.021421', '7 0.314168 0.676142 0.020459 0.019891', '24 0.615685 0.768483 0.020023 0.020257', '1 0.559406 0.839184 0.026254 0.048378']"
Zenix,E:\datacamera2\2025-06-19_15-50-41\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-19_15-49-04\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-19_15-49-04\CAMERA_1.jpg,CAMERA_1.jpg,2,"[8, 26]",8,"['8 0.363228 0.706773 0.050776 0.110048', '26 0.550799 0.78395 0.018721 0.019841']"
