decision,Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-27-02.jpg,CAMERA_1_2025-06-30_21-27-02.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-28-43.jpg,CAMERA_1_2025-06-30_21-28-43.jpg,2,"[3, 7]",7,"['7 0.605141 0.565419 0.020603 0.0205', '3 0.364964 0.70235 0.053739 0.113853']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-30-20.jpg,CAMERA_1_2025-06-30_21-30-20.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-32-20.jpg,CAMERA_1_2025-06-30_21-32-20.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19]",5,"['16 0.405637 0.646877 0.020447 0.02044', '11 0.442449 0.834006 0.020364 0.020129', '4 0.556369 0.794808 0.02034 0.020734', '19 0.549107 0.761872 0.02052 0.020834', '8 0.497992 0.745676 0.019988 0.020744', '5 0.576359 0.93626 0.020563 0.020352', '18 0.527022 0.666444 0.021032 0.020764', '14 0.40725 0.566297 0.020978 0.020574', '6 0.471897 0.566048 0.021253 0.02096', '10 0.456984 0.682884 0.019736 0.020008', '7 0.610157 0.57367 0.020501 0.020591', '9 0.499167 0.783779 0.019865 0.020415', '3 0.366103 0.712278 0.056818 0.119591', '17 0.457528 0.641625 0.020731 0.02049', '2 0.340446 0.457652 0.021583 0.029506', '15 0.311824 0.67761 0.021248 0.02136', '5 0.545245 0.938774 0.022054 0.021937']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-33-44.jpg,CAMERA_1_2025-06-30_21-33-44.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-35-18.jpg,CAMERA_1_2025-06-30_21-35-18.jpg,12,"[4, 5, 6, 7, 8, 9, 10, 12, 13, 17, 18, 19]",10,"['10 0.455042 0.674135 0.019902 0.02052', '5 0.574462 0.924688 0.021139 0.020891', '18 0.524956 0.657407 0.021168 0.021465', '8 0.495887 0.736063 0.020128 0.020954', '7 0.607016 0.565146 0.021146 0.020932', '4 0.553789 0.783346 0.020379 0.020031', '9 0.496871 0.773053 0.020387 0.02072', '17 0.455872 0.632974 0.019693 0.020402', '13 0.543615 0.925946 0.020108 0.0205', '12 0.532978 0.925975 0.020547 0.020572', '19 0.546413 0.74966 0.020775 0.020445', '6 0.470564 0.558364 0.021745 0.02164']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-37-02.jpg,CAMERA_1_2025-06-30_21-37-02.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-38-38.jpg,CAMERA_1_2025-06-30_21-38-38.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-40-30.jpg,CAMERA_1_2025-06-30_21-40-30.jpg,16,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",4,"['4 0.549717 0.781109 0.019786 0.020088', '18 0.520889 0.656146 0.0206 0.020505', '3 0.361764 0.701338 0.057206 0.117322', '16 0.400811 0.636751 0.020059 0.020071', '14 0.403099 0.558728 0.019897 0.020166', '10 0.451622 0.672117 0.019435 0.019543', '5 0.570388 0.922178 0.020642 0.020443', '17 0.452312 0.632335 0.020221 0.020419', '6 0.466221 0.557023 0.020825 0.02096', '11 0.438172 0.822114 0.02034 0.020779', '7 0.603124 0.563344 0.019792 0.01994', '9 0.493402 0.771528 0.019672 0.020421', '13 0.540391 0.92306 0.020302 0.020837', '19 0.542494 0.74784 0.019935 0.020107', '8 0.492375 0.733528 0.01977 0.021242', '12 0.529365 0.923147 0.020716 0.021324']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-42-04.jpg,CAMERA_1_2025-06-30_21-42-04.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-43-49.jpg,CAMERA_1_2025-06-30_21-43-49.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",16,"['16 0.343277 0.709171 0.02032 0.021131', '11 0.44389 0.834786 0.020624 0.020758', '1 0.575009 0.715828 0.058842 0.124237', '17 0.394987 0.655837 0.021099 0.021498', '8 0.499298 0.745404 0.020444 0.021162', '9 0.499856 0.783745 0.019787 0.020012', '7 0.465307 0.565498 0.020777 0.020886', '5 0.578061 0.935963 0.021029 0.020842', '15 0.327953 0.630898 0.020513 0.020635', '10 0.457294 0.68502 0.019514 0.019847', '12 0.535411 0.937789 0.021528 0.02253', '6 0.331036 0.565259 0.0204 0.020567', '13 0.546916 0.937324 0.021028 0.022027', '18 0.463838 0.646959 0.019913 0.020256', '2 0.342293 0.464478 0.021246 0.047958']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-45-19.jpg,CAMERA_1_2025-06-30_21-45-19.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-47-03.jpg,CAMERA_1_2025-06-30_21-47-03.jpg,4,"[5, 7, 18, 19]",7,"['7 0.607311 0.566288 0.020438 0.02073', '18 0.524595 0.659593 0.023566 0.023734', '19 0.546437 0.75 0.021504 0.021306', '5 0.574605 0.925178 0.021068 0.022182']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-48-38.jpg,CAMERA_1_2025-06-30_21-48-38.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-50-18.jpg,CAMERA_1_2025-06-30_21-50-18.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",9,"['9 0.496533 0.7812 0.019651 0.01994', '14 0.404891 0.565656 0.020357 0.020137', '8 0.495701 0.743666 0.020352 0.021289', '11 0.440696 0.832046 0.020643 0.020575', '18 0.524138 0.664142 0.01992 0.020166', '7 0.606914 0.56961 0.020529 0.020478', '4 0.553865 0.790949 0.020348 0.020331', '10 0.454073 0.681211 0.019441 0.019967', '5 0.574486 0.932755 0.020867 0.020707', '17 0.45461 0.63969 0.02017 0.020845', '19 0.54643 0.756601 0.019779 0.020184', '16 0.403363 0.643782 0.020538 0.021202', '13 0.543409 0.934411 0.020083 0.02071', '6 0.468944 0.563615 0.020849 0.020569', '3 0.363568 0.710176 0.056266 0.117461', '12 0.532332 0.934735 0.020567 0.02102', '2 0.336478 0.455158 0.020937 0.028551']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-52-05.jpg,CAMERA_1_2025-06-30_21-52-05.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-53-41.jpg,CAMERA_1_2025-06-30_21-53-41.jpg,8,"[3, 4, 6, 7, 14, 15, 18, 19]",14,"['14 0.40613 0.550851 0.019961 0.019816', '7 0.604581 0.554658 0.021164 0.021306', '3 0.365559 0.688316 0.055017 0.115095', '15 0.312615 0.657555 0.019591 0.019791', '18 0.523051 0.645603 0.021146 0.021457', '19 0.54479 0.733286 0.021073 0.021704', '6 0.469003 0.548464 0.021167 0.020973', '4 0.552084 0.768857 0.021458 0.021648']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-55-25.jpg,CAMERA_1_2025-06-30_21-55-25.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-56-58.jpg,CAMERA_1_2025-06-30_21-56-58.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_21-58-43.jpg,CAMERA_1_2025-06-30_21-58-43.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",10,"['10 0.454498 0.673605 0.019603 0.019559', '18 0.523822 0.657507 0.02027 0.020318', '16 0.404193 0.636924 0.020626 0.020944', '14 0.406113 0.559417 0.020049 0.020384', '11 0.440236 0.823622 0.019971 0.020343', '4 0.552664 0.78382 0.020547 0.020264', '17 0.455058 0.634231 0.020136 0.020117', '9 0.496204 0.773365 0.020495 0.020535', '8 0.495622 0.736148 0.020267 0.021163', '3 0.364773 0.70155 0.053864 0.113179', '6 0.469648 0.557628 0.021225 0.02145', '7 0.606771 0.564885 0.020306 0.020356', '5 0.573475 0.925844 0.020707 0.020248', '19 0.545234 0.749452 0.020404 0.020568', '13 0.542896 0.925844 0.020445 0.020593', '12 0.531706 0.925986 0.020809 0.020556', '15 0.31122 0.668689 0.020091 0.02026', '2 0.337513 0.446186 0.020038 0.029313']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-00-19.jpg,CAMERA_1_2025-06-30_22-00-19.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-11-17.jpg,CAMERA_1_2025-06-30_22-11-17.jpg,6,"[1, 2, 6, 15, 16, 17]",16,"['16 0.339685 0.708978 0.020591 0.021204', '15 0.32473 0.630615 0.019881 0.020054', '6 0.32783 0.566242 0.020023 0.02031', '1 0.569753 0.713887 0.058034 0.123755', '2 0.335728 0.457198 0.021304 0.024049', '17 0.391869 0.655667 0.021834 0.02246']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-12-54.jpg,CAMERA_1_2025-06-30_22-12-54.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-14-56.jpg,CAMERA_1_2025-06-30_22-14-56.jpg,9,"[2, 3, 4, 5, 7, 14, 15, 18, 19]",5,"['5 0.576224 0.919936 0.020512 0.020303', '15 0.314977 0.665446 0.019897 0.020291', '14 0.409722 0.557667 0.022285 0.022278', '7 0.608404 0.562999 0.020308 0.020241', '2 0.345658 0.438507 0.019739 0.028992', '19 0.548892 0.746481 0.019935 0.020103', '3 0.367935 0.697793 0.055756 0.113883', '4 0.555673 0.77924 0.02034 0.020624', '18 0.526482 0.654887 0.020789 0.02056']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-16-32.jpg,CAMERA_1_2025-06-30_22-16-32.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-18-11.jpg,CAMERA_1_2025-06-30_22-18-11.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-19-54.jpg,CAMERA_1_2025-06-30_22-19-54.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",11,"['11 0.444165 0.822042 0.020479 0.020368', '18 0.526682 0.655753 0.020862 0.020574', '6 0.471855 0.555783 0.020856 0.021303', '16 0.406622 0.6354 0.020551 0.02027', '3 0.366989 0.701535 0.055854 0.116492', '10 0.457558 0.671534 0.019809 0.019586', '14 0.408327 0.557981 0.020252 0.020505', '9 0.499723 0.771304 0.019781 0.020678', '17 0.45791 0.631818 0.020008 0.020064', '8 0.498294 0.733828 0.020089 0.021351', '4 0.557258 0.781423 0.021533 0.021779', '13 0.545624 0.924405 0.02032 0.020941', '7 0.609118 0.562508 0.020642 0.020486', '12 0.534877 0.924473 0.020049 0.020743', '19 0.549436 0.747901 0.021343 0.020869', '5 0.576949 0.922933 0.021154 0.020604', '2 0.342889 0.443491 0.019883 0.028676', '15 0.313337 0.66836 0.019931 0.020306']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-21-31.jpg,CAMERA_1_2025-06-30_22-21-31.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-23-14.jpg,CAMERA_1_2025-06-30_22-23-14.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",9,"['9 0.495614 0.781691 0.019749 0.020285', '4 0.5525 0.791239 0.020488 0.020491', '3 0.362566 0.710842 0.055104 0.116726', '14 0.40435 0.566029 0.020509 0.020458', '11 0.439287 0.832849 0.02033 0.020312', '8 0.494727 0.743661 0.02029 0.021439', '10 0.453035 0.681488 0.019547 0.02039', '18 0.522709 0.665062 0.020634 0.020907', '19 0.544656 0.757647 0.02035 0.020414', '16 0.402097 0.644991 0.019821 0.020282', '17 0.453611 0.640594 0.019857 0.020478', '6 0.468127 0.564755 0.020835 0.020963', '5 0.573265 0.933387 0.020523 0.020413', '13 0.542087 0.934742 0.02062 0.020762', '7 0.606049 0.570733 0.021689 0.021092', '12 0.530925 0.934932 0.020496 0.020919', '15 0.308139 0.676869 0.02066 0.02046', '2 0.333378 0.457881 0.02081 0.029433']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-24-53.jpg,CAMERA_1_2025-06-30_22-24-53.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-26-35.jpg,CAMERA_1_2025-06-30_22-26-35.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-28-15.jpg,CAMERA_1_2025-06-30_22-28-15.jpg,13,"[2, 3, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18]",6,"['6 0.473545 0.568687 0.019931 0.020128', '14 0.408993 0.569124 0.021144 0.020838', '7 0.611405 0.576164 0.020517 0.020939', '3 0.367395 0.715437 0.055066 0.116563', '18 0.528392 0.669562 0.020582 0.020435', '17 0.459152 0.64569 0.020366 0.02078', '9 0.500594 0.786258 0.020575 0.021286', '8 0.499526 0.747694 0.019957 0.020148', '10 0.458499 0.685733 0.019657 0.019534', '16 0.407484 0.649448 0.020454 0.020311', '11 0.444631 0.837228 0.020448 0.020231', '15 0.313597 0.680714 0.020536 0.021071', '2 0.344674 0.463484 0.020263 0.027875']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-29-52.jpg,CAMERA_1_2025-06-30_22-29-52.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-31-34.jpg,CAMERA_1_2025-06-30_22-31-34.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-33-10.jpg,CAMERA_1_2025-06-30_22-33-10.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",19,"['19 0.545022 0.751737 0.020181 0.020644', '16 0.404967 0.640305 0.020279 0.02015', '7 0.605674 0.569053 0.020385 0.020088', '11 0.441075 0.825563 0.019372 0.019757', '8 0.494963 0.737585 0.019697 0.02111', '10 0.454754 0.676806 0.019454 0.01958', '14 0.406876 0.562761 0.020407 0.020088', '9 0.496767 0.775376 0.019739 0.020048', '17 0.45541 0.63641 0.019867 0.02021', '4 0.553072 0.78659 0.019587 0.020672', '18 0.523865 0.661193 0.020336 0.020153', '6 0.469591 0.561995 0.021098 0.020715', '3 0.365024 0.702869 0.054616 0.112633', '5 0.573032 0.925665 0.020495 0.02018', '13 0.541399 0.927479 0.020666 0.020504', '12 0.530954 0.927414 0.020498 0.020715', '2 0.340946 0.447933 0.020397 0.029419']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-34-54.jpg,CAMERA_1_2025-06-30_22-34-54.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-36-32.jpg,CAMERA_1_2025-06-30_22-36-32.jpg,12,"[1, 2, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18]",15,"['15 0.324224 0.620442 0.020159 0.020323', '17 0.390332 0.644968 0.02086 0.021255', '18 0.459343 0.637368 0.01953 0.019667', '10 0.451348 0.673759 0.019851 0.020254', '8 0.492546 0.733746 0.01994 0.021159', '11 0.438573 0.82177 0.020233 0.020442', '16 0.339247 0.697382 0.019996 0.020145', '9 0.494143 0.771596 0.020048 0.020616', '7 0.460238 0.556639 0.020215 0.02082', '6 0.327955 0.558542 0.019579 0.019853', '1 0.569792 0.695647 0.059766 0.110222', '2 0.334876 0.450819 0.020058 0.04743']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-38-32.jpg,CAMERA_1_2025-06-30_22-38-32.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-39-54.jpg,CAMERA_1_2025-06-30_22-39-54.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",11,"['11 0.442892 0.834284 0.02042 0.0203', '4 0.556973 0.795545 0.020171 0.019907', '14 0.407836 0.566941 0.021218 0.020837', '3 0.36661 0.712856 0.055448 0.119285', '19 0.549591 0.761185 0.020506 0.020897', '16 0.406466 0.647132 0.020511 0.020474', '7 0.610595 0.573827 0.020679 0.02087', '6 0.471958 0.566229 0.020495 0.020495', '5 0.576978 0.937505 0.021049 0.020403', '18 0.527152 0.667314 0.020547 0.020265', '10 0.457429 0.683464 0.019832 0.019966', '8 0.498485 0.747053 0.020544 0.020934', '12 0.534915 0.938239 0.020317 0.021223', '9 0.499158 0.785024 0.020589 0.021047', '13 0.545701 0.938059 0.020598 0.021103', '17 0.457884 0.641684 0.02072 0.020545', '15 0.311962 0.678691 0.020807 0.02114', '2 0.341726 0.458719 0.021118 0.029141']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-41-32.jpg,CAMERA_1_2025-06-30_22-41-32.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-43-11.jpg,CAMERA_1_2025-06-30_22-43-11.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",4,"['4 0.554399 0.783138 0.020169 0.019829', '16 0.405182 0.638487 0.020408 0.020519', '10 0.456192 0.674805 0.019753 0.019379', '18 0.525281 0.658191 0.020254 0.019931', '11 0.442195 0.824978 0.019834 0.020208', '14 0.407061 0.559228 0.020443 0.020525', '8 0.497156 0.735549 0.019059 0.020244', '6 0.470928 0.55819 0.020634 0.020997', '3 0.366163 0.702303 0.056227 0.115351', '7 0.607456 0.565863 0.020074 0.020032', '9 0.498256 0.772861 0.019124 0.019942', '5 0.575744 0.92565 0.020683 0.020199', '17 0.456744 0.634752 0.020146 0.020165', '19 0.547737 0.749594 0.020132 0.019888', '15 0.312777 0.668968 0.020202 0.020754', '13 0.544381 0.927496 0.021104 0.021426', '12 0.533127 0.927437 0.020571 0.021386', '2 0.341352 0.447761 0.020746 0.031571']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-44-54.jpg,CAMERA_1_2025-06-30_22-44-54.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-46-30.jpg,CAMERA_1_2025-06-30_22-46-30.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",19,"['19 0.543168 0.747451 0.019866 0.019972', '4 0.550061 0.780883 0.020024 0.020138', '10 0.452318 0.673487 0.019708 0.019718', '14 0.403836 0.558596 0.020468 0.020731', '18 0.521344 0.65583 0.020207 0.020537', '16 0.401134 0.636594 0.020238 0.020485', '11 0.438366 0.822422 0.019896 0.019882', '5 0.571962 0.921503 0.020413 0.02069', '3 0.362978 0.701577 0.055484 0.115275', '7 0.603907 0.563926 0.01988 0.019951', '17 0.452644 0.632858 0.020294 0.020762', '6 0.467374 0.557681 0.020459 0.020566', '8 0.492728 0.73347 0.019178 0.020529', '9 0.494286 0.769954 0.019907 0.020706', '13 0.540758 0.923378 0.020342 0.021023', '12 0.530004 0.923408 0.020294 0.0212', '15 0.309067 0.667728 0.02012 0.020463', '2 0.334911 0.447014 0.020037 0.031376']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-49-52.jpg,CAMERA_1_2025-06-30_22-49-52.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-51-35.jpg,CAMERA_1_2025-06-30_22-51-35.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-53-11.jpg,CAMERA_1_2025-06-30_22-53-11.jpg,5,"[1, 5, 7, 12, 13]",7,"['7 0.606179 0.568867 0.019985 0.020251', '13 0.544569 0.929968 0.020959 0.02146', '5 0.574728 0.927764 0.020514 0.020649', '12 0.533347 0.930139 0.021759 0.02212', '1 0.361761 0.708004 0.04883 0.114139']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-55-01.jpg,CAMERA_1_2025-06-30_22-55-01.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-56-30.jpg,CAMERA_1_2025-06-30_22-56-30.jpg,9,"[2, 3, 4, 6, 7, 14, 15, 16, 19]",16,"['16 0.406256 0.637133 0.020997 0.02107', '4 0.553963 0.781228 0.020463 0.020365', '15 0.314081 0.667609 0.019469 0.019886', '14 0.408112 0.559242 0.020719 0.020757', '6 0.471459 0.558356 0.020761 0.021144', '3 0.366722 0.700424 0.055432 0.114311', '7 0.607223 0.56572 0.020185 0.020176', '2 0.341958 0.444714 0.019873 0.02891', '19 0.54611 0.747789 0.020376 0.020158']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-58-11.jpg,CAMERA_1_2025-06-30_22-58-11.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_22-59-56.jpg,CAMERA_1_2025-06-30_22-59-56.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",19,"['19 0.543967 0.744883 0.020082 0.020228', '4 0.551472 0.778846 0.020323 0.020323', '14 0.404331 0.556192 0.02075 0.020737', '16 0.40199 0.633546 0.020287 0.020483', '7 0.60418 0.561321 0.020428 0.020669', '3 0.362809 0.698996 0.055043 0.113637', '5 0.572621 0.920268 0.02044 0.020846', '17 0.453561 0.630927 0.019776 0.020158', '6 0.467992 0.555021 0.01992 0.019913', '10 0.45333 0.67048 0.01919 0.01946', '18 0.522405 0.654024 0.01957 0.019983', '13 0.542055 0.921511 0.020781 0.021078', '9 0.494982 0.768683 0.019859 0.020222', '11 0.439118 0.820673 0.019977 0.019993', '12 0.530849 0.921681 0.020239 0.020856', '15 0.309849 0.667847 0.020229 0.020599', '2 0.335003 0.441629 0.020034 0.02958', '8 0.493684 0.730627 0.019253 0.019778']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-01-32.jpg,CAMERA_1_2025-06-30_23-01-32.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-03-11.jpg,CAMERA_1_2025-06-30_23-03-11.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",11,"['11 0.443365 0.833694 0.020019 0.020052', '4 0.557596 0.79244 0.020247 0.020452', '3 0.36727 0.712472 0.056958 0.121436', '9 0.499424 0.782486 0.020182 0.02054', '18 0.527601 0.664981 0.020585 0.020707', '10 0.457938 0.682309 0.019984 0.020164', '8 0.498869 0.744156 0.019777 0.01989', '16 0.406535 0.644536 0.020477 0.020289', '14 0.408005 0.564058 0.020881 0.020369', '17 0.458089 0.640714 0.020745 0.020589', '5 0.578551 0.936198 0.020169 0.02001', '19 0.550153 0.759269 0.020244 0.020258', '6 0.472934 0.563385 0.019987 0.01996', '12 0.535419 0.937388 0.020633 0.021066', '13 0.546602 0.936868 0.020892 0.020832', '7 0.610831 0.572073 0.020537 0.020369', '2 0.342255 0.456167 0.021294 0.030425', '15 0.312626 0.67563 0.020479 0.020716']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-04-56.jpg,CAMERA_1_2025-06-30_23-04-56.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-06-31.jpg,CAMERA_1_2025-06-30_23-06-31.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-08-33.jpg,CAMERA_1_2025-06-30_23-08-33.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.570131 0.709201 0.057887 0.123846', '11 0.441865 0.825315 0.01946 0.020173', '17 0.394174 0.647881 0.020294 0.020935', '16 0.343654 0.699138 0.020123 0.020511', '7 0.464331 0.560982 0.020555 0.020822', '9 0.496963 0.774845 0.018541 0.019122', '18 0.462774 0.640283 0.019965 0.020485', '8 0.496509 0.737319 0.019785 0.020819', '13 0.544189 0.925459 0.02084 0.021439', '5 0.574513 0.925626 0.020867 0.021103', '6 0.332337 0.561076 0.019287 0.019803', '10 0.454976 0.677058 0.020071 0.019852', '15 0.328731 0.623218 0.020105 0.020166', '12 0.532684 0.92574 0.021122 0.0214', '2 0.342202 0.455236 0.020086 0.048471']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-30_23-09-51.jpg,CAMERA_1_2025-06-30_23-09-51.jpg,0,[],-,[]
